Date;Open;High;Low;Close;Adj Close;Volume
2021-08-27;298.989990;300.869995;296.829987;299.720001;298.555328;22597000
2021-08-30;301.119995;304.220001;301.059998;303.589996;302.410309;16348100
2021-08-31;304.420013;304.500000;301.500000;301.880005;300.706940;26285300
2021-09-01;302.869995;305.190002;301.489990;301.829987;300.657135;18983800
2021-09-02;302.200012;303.359985;300.179993;301.149994;299.979767;16285600
2021-09-03;300.989990;302.600006;300.260010;301.140015;299.969818;14747900
2021-09-07;301.010010;301.089996;298.200012;300.179993;299.013519;17180400
2021-09-08;299.779999;300.609985;297.470001;300.209991;299.043427;15046800
2021-09-09;300.820007;302.140015;297.000000;297.250000;296.094910;19927000
2021-09-10;298.420013;299.920013;295.380005;295.709991;294.560883;19619400
2021-09-13;297.549988;298.540009;294.079987;296.989990;295.835938;23652900
2021-09-14;299.559998;301.390015;298.100006;299.790009;298.625092;21853400
2021-09-15;303.260010;305.320007;301.820007;304.820007;303.635529;28356300
2021-09-16;303.760010;305.309998;300.760010;305.220001;304.033936;19550800
2021-09-17;304.170013;304.500000;299.529999;299.869995;298.704742;41372500
2021-09-20;296.329987;298.720001;289.519989;294.299988;293.156372;38278700
2021-09-21;295.690002;297.540009;294.070007;294.799988;293.654449;22364100
2021-09-22;296.730011;300.220001;294.510010;298.579987;297.419739;26626300
2021-09-23;298.850006;300.899994;297.529999;299.559998;298.395935;18604600
2021-09-24;298.230011;299.799988;296.929993;299.350006;298.186768;14999000
2021-09-27;296.140015;296.470001;292.940002;294.170013;293.026917;23571700
2021-09-28;289.799988;290.779999;282.750000;283.519989;282.418274;43186200
2021-09-29;285.100006;286.769989;283.010010;284.000000;282.896423;26353700
2021-09-30;285.709991;287.829987;281.619995;281.920013;280.824524;32325800
2021-10-01;282.119995;289.980011;281.290009;289.100006;287.976593;30086300
2021-10-04;287.399994;287.750000;280.250000;283.109985;282.009857;31350700
2021-10-05;284.049988;290.399994;284.049988;288.760010;287.637909;24993000
2021-10-06;285.779999;293.630005;285.510010;293.109985;291.971008;28002600
2021-10-07;295.179993;296.640015;293.920013;294.850006;293.704285;20430500
2021-10-08;296.220001;296.640015;293.760010;294.850006;293.704285;17680300
2021-10-11;292.920013;297.970001;292.750000;294.230011;293.086700;19298600
2021-10-12;295.339996;295.440002;292.350006;292.880005;291.741913;17974100
2021-10-13;294.910004;297.279999;293.489990;296.309998;295.158569;23416300
2021-10-14;299.209991;303.269989;297.829987;302.750000;301.573547;27262900
2021-10-15;302.339996;304.450012;300.519989;304.209991;303.027893;25374700
2021-10-18;303.570007;308.209991;302.690002;307.290009;306.095947;22729300
2021-10-19;308.350006;309.299988;307.220001;308.230011;307.032288;17682100
2021-10-20;309.209991;309.700012;306.109985;307.410004;306.215454;16537100
2021-10-21;307.170013;311.019989;306.359985;310.760010;309.552460;16918100
2021-10-22;310.399994;311.089996;307.799988;309.160004;307.958649;17449300
2021-10-25;309.359985;309.399994;306.459991;308.130005;306.932678;17554500
2021-10-26;311.000000;312.399994;308.600006;310.109985;308.904938;28107300
2021-10-27;316.000000;326.100006;316.000000;323.170013;321.914215;52588700
2021-10-28;324.329987;324.869995;321.359985;324.350006;323.089630;26297900
2021-10-29;324.130005;332.000000;323.899994;331.619995;330.331360;34744900
2021-11-01;331.359985;331.489990;326.369995;329.369995;328.090118;27073200
2021-11-02;330.309998;333.450012;330.000000;333.130005;331.835510;26487100
2021-11-03;333.899994;334.899994;330.649994;334.000000;332.702148;21500100
2021-11-04;332.890015;336.540009;329.510010;336.440002;335.132660;23992200
2021-11-05;338.510010;338.790009;334.420013;336.059998;334.754120;22564000
2021-11-08;337.299988;337.649994;334.440002;336.989990;335.680481;20897000
2021-11-09;337.109985;338.720001;334.529999;335.950012;334.644562;21307400
2021-11-10;334.570007;334.630005;329.920013;330.799988;329.514557;25500900
2021-11-11;331.250000;333.769989;330.510010;332.429993;331.138214;16849800
2021-11-12;333.920013;337.230011;333.790009;336.720001;335.411560;23822000
2021-11-15;337.540009;337.880005;334.029999;336.070007;334.764099;16723000
2021-11-16;335.679993;340.670013;335.510010;339.510010;338.190735;20886800
2021-11-17;338.940002;342.190002;338.000000;339.119995;338.420227;19053400
2021-11-18;338.179993;342.450012;337.119995;341.269989;340.565796;22463500
2021-11-19;342.640015;345.100006;342.200012;343.109985;342.402008;21963400
2021-11-22;344.619995;349.670013;339.549988;339.829987;339.128754;31031100
2021-11-23;337.049988;339.450012;333.559998;337.679993;336.983215;30427600
2021-11-24;336.279999;338.160004;333.910004;337.910004;337.212738;21661300
2021-11-26;334.350006;337.929993;328.119995;329.679993;328.999725;24217200
2021-11-29;334.940002;339.029999;334.739990;336.630005;335.935394;28563500
2021-11-30;335.320007;337.779999;328.989990;330.589996;329.907837;42885600
2021-12-01;335.130005;339.279999;329.390015;330.079987;329.398895;33337600
2021-12-02;330.299988;333.489990;327.799988;329.489990;328.810089;30766000
2021-12-03;331.989990;332.700012;318.029999;323.010010;322.343506;41755900
2021-12-06;323.950012;327.450012;319.230011;326.190002;325.516937;30032600
2021-12-07;331.640015;335.799988;330.100006;334.920013;334.228912;31021900
2021-12-08;335.309998;335.500000;330.799988;334.970001;334.278809;24761000
2021-12-09;334.410004;336.489990;332.119995;333.100006;332.412659;22214200
2021-12-10;334.980011;343.000000;334.790009;342.540009;341.833191;38077300
2021-12-13;340.679993;343.790009;339.079987;339.399994;338.699646;28899400
2021-12-14;333.220001;334.640015;324.109985;328.339996;327.662476;44438700
2021-12-15;328.609985;335.190002;324.500000;334.649994;333.959473;35381100
2021-12-16;335.709991;336.760010;323.019989;324.899994;324.229584;35034800
2021-12-17;320.880005;324.920013;317.250000;323.799988;323.131836;47750300
2021-12-20;320.049988;322.799988;317.570007;319.910004;319.249878;28326500
2021-12-21;323.290009;327.730011;319.799988;327.290009;326.614655;24740600
2021-12-22;328.299988;333.609985;325.750000;333.200012;332.512482;24831500
2021-12-23;332.750000;336.390015;332.730011;334.690002;333.999390;19617800
2021-12-27;335.459991;342.480011;335.429993;342.450012;341.743378;19947000
2021-12-28;343.149994;343.809998;340.320007;341.250000;340.545837;15661500
2021-12-29;341.299988;344.299988;339.679993;341.950012;341.244415;15042000
2021-12-30;341.910004;343.130005;338.820007;339.320007;338.619843;15994500
2021-12-31;338.510010;339.359985;335.850006;336.320007;335.626038;18000800
2022-01-03;335.350006;338.000000;329.779999;334.750000;334.059265;28865100
2022-01-04;334.829987;335.200012;326.119995;329.010010;328.331116;32674300
2022-01-05;325.859985;326.070007;315.980011;316.380005;315.727173;40054300
2022-01-06;313.149994;318.700012;311.489990;313.880005;313.232330;39646100
2022-01-07;314.149994;316.500000;310.089996;314.040009;313.391998;32674000
2022-01-10;309.489990;314.720001;304.690002;314.269989;313.621521;44289500
2022-01-11;313.380005;316.609985;309.890015;314.980011;314.330078;29386800
2022-01-12;319.670013;323.410004;317.079987;318.269989;317.613251;34372200
2022-01-13;320.470001;320.880005;304.000000;304.799988;304.171051;45366000
2022-01-14;304.250000;310.820007;303.750000;310.200012;309.559937;39823500
2022-01-18;304.070007;309.799988;301.739990;302.649994;302.025482;42333200
2022-01-19;306.290009;313.910004;302.700012;303.329987;302.704071;45933900
2022-01-20;309.070007;311.649994;301.140015;301.600006;300.977661;35380700
2022-01-21;302.690002;304.109985;295.609985;296.029999;295.419159;57984400
2022-01-24;292.200012;297.109985;276.049988;296.369995;295.758453;85731500
2022-01-25;291.519989;294.989990;285.170013;288.489990;287.894714;72848600
2022-01-26;307.989990;308.500000;293.029999;296.709991;296.097748;90428900
2022-01-27;302.660004;307.299988;297.929993;299.839996;299.221283;53481300
2022-01-28;300.230011;308.480011;294.450012;308.260010;307.623932;49743700
2022-01-31;308.950012;312.380005;306.369995;310.980011;310.338318;46444500
2022-02-01;310.410004;310.630005;305.130005;308.760010;308.122894;40950400
2022-02-02;309.630005;315.119995;308.880005;313.459991;312.813171;36636000
2022-02-03;309.489990;311.230011;299.959991;301.250000;300.628387;43730000
2022-02-04;300.209991;308.799988;299.970001;305.940002;305.308716;35070300
2022-02-07;306.170013;307.839996;299.899994;300.950012;300.329010;28533300
2022-02-08;301.250000;305.559998;299.950012;304.559998;303.931549;32421200
2022-02-09;309.869995;311.929993;307.390015;311.209991;310.567810;31284700
2022-02-10;304.040009;309.119995;300.700012;302.380005;301.756073;45386200
2022-02-11;303.190002;304.290009;294.220001;295.040009;294.431213;39143900
2022-02-14;293.769989;296.760010;291.350006;295.000000;294.391296;36359500
2022-02-15;300.010010;300.799988;297.019989;300.470001;299.850006;27058300
2022-02-16;298.369995;300.869995;293.679993;299.500000;299.500000;29982100
2022-02-17;296.359985;296.799988;290.000000;290.730011;290.730011;32461600
2022-02-18;293.049988;293.859985;286.309998;287.929993;287.929993;34264000
2022-02-22;285.000000;291.540009;284.500000;287.720001;287.720001;41736100
2022-02-23;290.179993;291.700012;280.100006;280.269989;280.269989;37811200
2022-02-24;272.510010;295.160004;271.519989;294.589996;294.589996;56989700
2022-02-25;295.140015;297.630005;291.649994;297.309998;297.309998;32546700
2022-02-28;294.309998;299.140015;293.000000;298.790009;298.790009;34585700
2022-03-01;296.399994;299.970001;292.149994;294.950012;294.950012;31217800
2022-03-02;295.359985;301.470001;293.700012;300.190002;300.190002;31873000
2022-03-03;302.890015;303.130005;294.049988;295.920013;295.920013;27314500
2022-03-04;294.290009;295.660004;287.170013;289.859985;289.859985;32356500
2022-03-07;288.529999;289.690002;278.529999;278.910004;278.910004;43157200
2022-03-08;277.799988;283.959991;270.000000;275.850006;275.850006;48159500
2022-03-09;283.440002;289.600006;280.779999;288.500000;288.500000;35204500
2022-03-10;283.019989;286.600006;280.579987;285.589996;285.589996;30628000
2022-03-11;287.959991;289.510010;279.429993;280.070007;280.070007;27192600
2022-03-14;280.339996;285.399994;275.820007;276.440002;276.440002;30660700
2022-03-15;280.350006;287.820007;278.730011;287.149994;287.149994;34245100
2022-03-16;289.109985;294.570007;283.200012;294.390015;294.390015;36964463
